"","neighborhood","building_class_category","tax_class_at_present","building_class_at_present","residential_units","commercial_units","total_units","land_square_feet","gross_square_feet","year_built","tax_class_at_time_of_sale","building_class_at_time_of_sale","sale_price","sale_date","latitude","longitude"
"178","FASHION","21 OFFICE BUILDINGS","4","O6",0,15,15,3950,43086,2017,"4","O6",4.9e+07,2021-12-15,40.75107,-73.98537
"179","FASHION","22 STORE BUILDINGS","4","K4",0,20,20,9875,115991,1910,"4","K4",1070000,2021-12-17,40.74712,-73.99178
"180","FASHION","22 STORE BUILDINGS","4","K4",0,20,20,9875,115991,1910,"4","K4",430000,2022-03-24,40.74712,-73.99178
"181","FASHION","22 STORE BUILDINGS","4","K2",0,1,1,1126,5640,1920,"4","K2",9700000,2022-07-18,40.75016,-73.98707
"182","FASHION","26 OTHER HOTELS","4","H3",0,3,3,5925,55498,1904,"4","H3",33874200,2022-03-24,40.74978,-73.98604
"183","FINANCIAL","08 RENTALS - ELEVATOR APARTMENTS","2B","D7",9,1,10,1512,14645,1900,"2","D7",9500000,2022-01-13,40.70932,-74.00937
"184","FINANCIAL","08 RENTALS - ELEVATOR APARTMENTS","2","D7",416,2,418,11550,338463,1931,"2","D7",247500000,2021-12-22,40.70762,-74.00587
"185","FINANCIAL","08 RENTALS - ELEVATOR APARTMENTS","2","D8",483,2,485,8320,440553,2016,"2","D8",487500000,2022-09-23,40.70983,-74.00729
"186","FINANCIAL","21 OFFICE BUILDINGS","4","O4",0,12,12,48071,809401,1921,"4","O4",8e+05,2022-05-10,40.70935,-74.01286
"187","FINANCIAL","21 OFFICE BUILDINGS","4","O3",0,21,21,11400,108663,1919,"4","O3",12375000,2022-03-10,40.70692,-74.01016
"188","FINANCIAL","22 STORE BUILDINGS","4","K4",1,3,4,1260,5046,1920,"4","K4",3650000,2022-03-25,40.7048,-74.01213
"189","FINANCIAL","22 STORE BUILDINGS","4","K4",0,4,4,5122,27640,1900,"4","K4",12250000,2022-03-23,40.70659,-74.013
"190","FINANCIAL","35 INDOOR PUBLIC AND CULTURAL FACILITIES","4","P9",0,3,3,4613,23030,1926,"4","P9",12865000,2022-06-03,40.70849,-74.01399
"191","FLATIRON","08 RENTALS - ELEVATOR APARTMENTS","2","D6",15,1,16,4600,30680,1900,"2","D6",2017048,2022-04-21,40.73715,-73.99169
"192","FLATIRON","08 RENTALS - ELEVATOR APARTMENTS","2","D7",8,3,11,2569,20258,1910,"2","D7",3705000,2022-07-01,40.73788,-73.99098
"193","FLATIRON","21 OFFICE BUILDINGS","4","O6",0,15,15,14479,179186,1906,"4","O6",1800000,2022-03-11,40.73896,-73.99445
"194","FLATIRON","21 OFFICE BUILDINGS","4","O6",11,12,23,9200,91000,1900,"4","O6",2750000,2021-12-03,40.73926,-73.99156
"195","FLATIRON","21 OFFICE BUILDINGS","4","O6",11,12,23,9200,91000,1900,"4","O6",5200000,2022-08-17,40.73949,-73.99189
"196","FLATIRON","21 OFFICE BUILDINGS","4","O6",9,11,20,4600,45400,1910,"4","O6",5950000,2022-04-07,40.73982,-73.99195
"197","FLATIRON","21 OFFICE BUILDINGS","4","O6",9,11,20,4600,45400,1910,"4","O6",7700000,2022-02-10,40.73982,-73.99195
"198","FLATIRON","21 OFFICE BUILDINGS","4","O6",9,11,20,4600,45400,1910,"4","O6",8350000,2022-03-04,40.73982,-73.99195
"199","FLATIRON","21 OFFICE BUILDINGS","4","O3",1,30,31,7111,150888,1912,"4","O3",133253994,2022-10-17,40.74384,-73.9886
"200","FLATIRON","21 OFFICE BUILDINGS","4","O6",0,18,18,16825,272566,1906,"4","O6",276750000,2022-04-29,40.73692,-73.99269
"201","FLATIRON","21 OFFICE BUILDINGS","4","O5",0,7,7,2917,11636,1910,"4","O5",2.2e+07,2022-04-29,40.73736,-73.99056
"202","FLATIRON","21 OFFICE BUILDINGS","4","O4",0,2,2,19750,389000,1913,"4","O4",3e+08,2021-12-14,40.74215,-73.98553
"203","FLATIRON","21 OFFICE BUILDINGS","4","O4",0,35,35,11553,217991,1913,"4","O4",1.3e+07,2021-11-18,40.74341,-73.98725
"204","FLATIRON","21 OFFICE BUILDINGS","4","O4",0,35,35,11553,217991,1913,"4","O4",148208300,2021-12-23,40.74341,-73.98725
"205","FLATIRON","22 STORE BUILDINGS","4","K4",0,5,5,2392,8000,1910,"4","K4",1750000,2021-12-27,40.74053,-73.99359
"206","FLATIRON","22 STORE BUILDINGS","4","K4",1,2,3,2300,6622,1910,"4","K4",6675000,2021-12-02,40.73885,-73.98854
"207","GRAMERCY","02 TWO FAMILY DWELLINGS","1","B1",2,0,2,1431,3080,1910,"1","B1",4200000,2022-06-24,40.74184,-73.98381
"208","GRAMERCY","02 TWO FAMILY DWELLINGS","1","B1",2,0,2,2300,5000,1901,"1","B1",7400000,2022-05-31,40.73523,-73.98459
"209","GRAMERCY","02 TWO FAMILY DWELLINGS","1","B1",2,0,2,2300,5000,1901,"1","B1",8400000,2022-06-07,40.73525,-73.98467
"210","GRAMERCY","02 TWO FAMILY DWELLINGS","1","B1",2,0,2,2250,4638,1899,"1","B1",3500000,2021-12-17,40.73532,-73.98381
"211","GRAMERCY","07 RENTALS - WALKUP APARTMENTS","2B","C5",9,0,9,2888,7415,1920,"2","C5",2861000,2022-02-08,40.73841,-73.98684
"212","GRAMERCY","07 RENTALS - WALKUP APARTMENTS","2B","C5",9,0,9,2888,7415,1920,"2","C5",5e+06,2022-03-08,40.73841,-73.98684
"213","GRAMERCY","07 RENTALS - WALKUP APARTMENTS","2B","C5",9,0,9,1520,4332,1910,"2","C5",2250000,2022-01-31,40.73468,-73.98499
"214","GRAMERCY","07 RENTALS - WALKUP APARTMENTS","2B","C5",7,0,7,2350,4940,1913,"2","C5",4400000,2022-07-12,40.7352,-73.98354
"215","GRAMERCY","07 RENTALS - WALKUP APARTMENTS","2","C7",24,2,26,4543,18102,1920,"2","C7",24300000,2022-05-03,40.73727,-73.98245
"216","GRAMERCY","07 RENTALS - WALKUP APARTMENTS","2","C7",24,2,26,4543,17910,1910,"2","C7",24300000,2022-05-03,40.73701,-73.98257
"217","GRAMERCY","08 RENTALS - ELEVATOR APARTMENTS","2","D3",23,0,23,2729,12948,1910,"2","D3",3774355,2022-09-12,40.73733,-73.98602
"218","GRAMERCY","08 RENTALS - ELEVATOR APARTMENTS","2","D2",35,0,35,4219,17526,1920,"2","D2",11800000,2022-06-09,40.73786,-73.98259
"219","GRAMERCY","14 RENTALS - 4-10 UNIT","2A","S9",4,2,6,1875,5900,1910,"2","S9",5725000,2021-12-21,40.7384,-73.98378
"220","GRAMERCY","21 OFFICE BUILDINGS","4","O5",0,13,13,4934,19749,1900,"4","O5",1785000,2021-12-03,40.74111,-73.98534
"221","GRAMERCY","21 OFFICE BUILDINGS","4","O5",0,13,13,4934,19749,1900,"4","O5",1500000,2022-02-03,40.74111,-73.98534
"222","GRAMERCY","21 OFFICE BUILDINGS","4","O5",0,13,13,4934,19749,1900,"4","O5",1345000,2021-11-09,40.74111,-73.98534
"223","GRAMERCY","21 OFFICE BUILDINGS","4","O5",0,1,1,1975,4598,1930,"4","O5",3950000,2022-06-30,40.7399,-73.98018
"224","GREENWICH VILLAGE-CENTRAL","01 ONE FAMILY DWELLINGS","1","A4",1,0,1,2583,8562,1900,"1","A4",3.5e+07,2022-06-01,40.73368,-73.99373
"225","GREENWICH VILLAGE-CENTRAL","02 TWO FAMILY DWELLINGS","1","B1",2,0,2,2036,3672,1899,"1","B1",9750000,2022-10-19,40.73456,-73.99672
"226","GREENWICH VILLAGE-CENTRAL","02 TWO FAMILY DWELLINGS","1","B1",2,0,2,2028,3948,1800,"1","B1",4350000,2022-08-22,40.73424,-73.99597
"227","GREENWICH VILLAGE-CENTRAL","03 THREE FAMILY DWELLINGS","1","C0",3,0,3,2010,3360,1899,"1","C0",10100000,2022-04-27,40.72836,-74.00165
"228","GREENWICH VILLAGE-CENTRAL","03 THREE FAMILY DWELLINGS","1","C0",3,0,3,2252,3960,1899,"1","C0",8500000,2022-05-10,40.72855,-74.00089
"229","GREENWICH VILLAGE-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2","C7",41,3,44,5200,23238,1900,"2","C7",6.5e+07,2021-12-31,40.72766,-74.00006
"230","GREENWICH VILLAGE-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2","C1",24,0,24,2500,11241,1900,"2","C1",6.5e+07,2021-12-31,40.72773,-74.00005
"231","GREENWICH VILLAGE-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2","C1",24,0,24,2500,11536,1900,"2","C1",6.5e+07,2021-12-31,40.72768,-73.99992
"232","GREENWICH VILLAGE-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2","C1",26,0,26,2500,10524,1900,"2","C1",6.5e+07,2021-12-31,40.72783,-73.99992
"233","GREENWICH VILLAGE-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2B","C7",8,2,10,3250,9344,1910,"2","C7",14500000,2022-08-09,40.72894,-74.00118
"234","GREENWICH VILLAGE-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2A","C4",4,2,6,3705,13913,1920,"2","C4",12100000,2022-01-14,40.7275,-73.99457
"235","GREENWICH VILLAGE-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2","C7",21,1,22,2500,12500,1910,"2","C7",1.4e+07,2021-12-31,40.72892,-74.00016
"236","GREENWICH VILLAGE-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2","C7",22,2,24,2499,12408,1900,"2","C7",3650000,2022-07-05,40.72952,-74.00062
"237","GREENWICH VILLAGE-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2","C7",23,3,26,2374,14654,1900,"2","C7",1.7e+07,2022-06-01,40.72999,-73.99961
"238","GREENWICH VILLAGE-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2","C7",24,2,26,3542,16686,1900,"2","C7",3.2e+07,2021-12-27,40.73133,-74.00037
"239","GREENWICH VILLAGE-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2","C7",24,2,26,3542,16686,1900,"2","C7",3.2e+07,2021-12-27,40.73118,-74.00043
"240","GREENWICH VILLAGE-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2B","C7",8,1,9,1770,8850,1900,"2","C7",2295000,2022-08-24,40.7326,-73.98803
"241","GREENWICH VILLAGE-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2B","C7",9,1,10,1787,5072,1900,"2","C7",5950000,2021-12-09,40.73477,-73.99325
"242","GREENWICH VILLAGE-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2B","C5",5,2,7,1675,6002,1900,"2","C5",5950000,2021-12-07,40.73472,-73.99322
"243","GREENWICH VILLAGE-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2A","C2",5,0,5,2350,5116,1900,"2","C2",13750000,2022-05-03,40.7334,-73.99777
"244","GREENWICH VILLAGE-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2","C7",14,3,17,2850,12648,1880,"2","C7",1.5e+07,2021-12-13,40.7325,-73.99658
"245","GREENWICH VILLAGE-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2B","C7",9,1,10,1983,5500,1900,"2","C7",6e+06,2021-12-29,40.7343,-73.99786
"246","GREENWICH VILLAGE-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2A","C2",5,0,5,2160,5845,1900,"2","C2",8425000,2022-06-13,40.73508,-73.99598
"247","GREENWICH VILLAGE-CENTRAL","07 RENTALS - WALKUP APARTMENTS","2","C5",19,0,19,2451,8628,1900,"2","C5",16250000,2022-06-02,40.73509,-73.99697
"248","GREENWICH VILLAGE-CENTRAL","14 RENTALS - 4-10 UNIT","2A","S4",4,1,5,1875,8775,1900,"2","S4",4650000,2021-12-16,40.72774,-73.99955
"249","GREENWICH VILLAGE-CENTRAL","14 RENTALS - 4-10 UNIT","2A","S4",4,1,5,1875,8775,1910,"2","S4",6800000,2021-12-16,40.72761,-73.99958
"250","GREENWICH VILLAGE-CENTRAL","14 RENTALS - 4-10 UNIT","2A","S4",4,1,5,1875,8775,1920,"2","S4",6800000,2021-12-16,40.72764,-73.99965
"251","GREENWICH VILLAGE-CENTRAL","14 RENTALS - 4-10 UNIT","2A","S3",3,1,4,1836,6022,1901,"2","S3",11725000,2021-12-29,40.73122,-73.98903
"252","GREENWICH VILLAGE-CENTRAL","14 RENTALS - 4-10 UNIT","2A","S3",3,1,4,1849,6308,1900,"2","S3",1e+07,2022-01-26,40.73116,-73.98909
"253","GREENWICH VILLAGE-CENTRAL","14 RENTALS - 4-10 UNIT","2B","S9",6,3,9,2151,8646,1900,"2","S9",11500000,2022-10-03,40.73346,-73.99689
"254","GREENWICH VILLAGE-CENTRAL","14 RENTALS - 4-10 UNIT","2A","S9",4,2,6,1607,3868,1900,"2","S9",4900000,2022-01-05,40.73365,-73.99729
"255","GREENWICH VILLAGE-CENTRAL","21 OFFICE BUILDINGS","4","O5",0,6,6,9967,56827,1913,"4","O5",39250000,2021-12-08,40.73339,-73.99125
"256","GREENWICH VILLAGE-CENTRAL","21 OFFICE BUILDINGS","4","O6",0,1,1,6750,70642,1906,"4","O6",31088605,2022-05-23,40.73375,-73.99326
"257","GREENWICH VILLAGE-CENTRAL","22 STORE BUILDINGS","4","K2",0,2,2,2500,5000,1900,"4","K2",4500000,2021-12-14,40.72876,-73.99997
"258","GREENWICH VILLAGE-CENTRAL","22 STORE BUILDINGS","4","K2",0,1,1,2581,7725,1978,"4","K2",10500000,2022-03-10,40.73519,-73.99212
"259","GREENWICH VILLAGE-CENTRAL","35 INDOOR PUBLIC AND CULTURAL FACILITIES","4","P2",1,2,3,2143,4502,1900,"4","P2",8e+06,2022-08-24,40.73232,-74.0003
"260","GREENWICH VILLAGE-WEST","01 ONE FAMILY DWELLINGS","1","S1",1,1,2,1749,3579,1900,"1","S1",9500000,2022-08-04,40.72952,-74.00344
"261","GREENWICH VILLAGE-WEST","01 ONE FAMILY DWELLINGS","1","A5",1,0,1,1435,7383,1900,"1","A5",1.5e+07,2022-02-24,40.7293,-74.00439
"262","GREENWICH VILLAGE-WEST","01 ONE FAMILY DWELLINGS","1","A4",1,0,1,1640,2400,1901,"1","A4",11400000,2022-03-15,40.73138,-74.00499
"263","GREENWICH VILLAGE-WEST","01 ONE FAMILY DWELLINGS","1","A4",1,0,1,1024,2064,1901,"1","A4",9950000,2022-05-12,40.73226,-74.00612
"264","GREENWICH VILLAGE-WEST","01 ONE FAMILY DWELLINGS","1","A4",1,0,1,1000,1542,1901,"1","A4",7500000,2022-07-06,40.73226,-74.00604
"265","GREENWICH VILLAGE-WEST","01 ONE FAMILY DWELLINGS","1","A4",1,0,1,1560,2154,1901,"1","A4",5400000,2021-11-05,40.73026,-74.00404
"266","GREENWICH VILLAGE-WEST","01 ONE FAMILY DWELLINGS","1","A4",1,0,1,1140,1596,1899,"1","A4",7700000,2022-07-22,40.73133,-74.00463
"267","GREENWICH VILLAGE-WEST","01 ONE FAMILY DWELLINGS","1","A4",1,0,1,819,2205,1899,"1","A4",4400000,2022-03-07,40.73205,-74.0041
"268","GREENWICH VILLAGE-WEST","01 ONE FAMILY DWELLINGS","1","A4",1,0,1,2100,4567,1915,"1","A4",26750000,2021-11-18,40.7325,-74.00479
"269","GREENWICH VILLAGE-WEST","01 ONE FAMILY DWELLINGS","1","A4",1,0,1,1741,3866,2017,"1","A4",1.7e+07,2022-04-12,40.73048,-74.00773
"270","GREENWICH VILLAGE-WEST","01 ONE FAMILY DWELLINGS","1","A4",1,0,1,2507,3454,2017,"1","A4",13500000,2022-07-25,40.73053,-74.00772
"271","GREENWICH VILLAGE-WEST","01 ONE FAMILY DWELLINGS","1","A4",1,0,1,2507,3442,2017,"1","A4",1e+07,2021-11-03,40.73051,-74.00773
"272","GREENWICH VILLAGE-WEST","01 ONE FAMILY DWELLINGS","1","A9",1,0,1,830,1880,1899,"1","A9",5950000,2022-03-25,40.73615,-74.00037
"273","GREENWICH VILLAGE-WEST","01 ONE FAMILY DWELLINGS","1","A9",1,0,1,1140,2268,1899,"1","A9",4500000,2022-09-09,40.73488,-73.99955
"274","GREENWICH VILLAGE-WEST","01 ONE FAMILY DWELLINGS","1","A4",1,0,1,1900,4960,1899,"1","A4",12750000,2022-06-16,40.73484,-74.00258
"275","GREENWICH VILLAGE-WEST","01 ONE FAMILY DWELLINGS","1","A4",1,0,1,863,2040,1899,"1","A4",8525000,2022-06-21,40.73595,-74.00331
"276","GREENWICH VILLAGE-WEST","01 ONE FAMILY DWELLINGS","1","A4",1,0,1,858,2040,1899,"1","A4",8625000,2022-08-15,40.73599,-74.00333
"277","GREENWICH VILLAGE-WEST","01 ONE FAMILY DWELLINGS","1","A4",1,0,1,2363,4400,1915,"1","A4",18800000,2021-12-20,40.73619,-74.00257
"278","GREENWICH VILLAGE-WEST","01 ONE FAMILY DWELLINGS","1","A4",1,0,1,900,3300,1910,"1","A4",11350000,2022-01-26,40.73699,-74.00187
"279","GREENWICH VILLAGE-WEST","01 ONE FAMILY DWELLINGS","1","A4",1,0,1,1488,3416,1910,"1","A4",9650000,2022-03-25,40.73749,-74.00245
"280","GREENWICH VILLAGE-WEST","01 ONE FAMILY DWELLINGS","1","A4",1,0,1,1210,3888,1899,"1","A4",12250000,2022-05-18,40.73792,-74.00372
"281","GREENWICH VILLAGE-WEST","01 ONE FAMILY DWELLINGS","1","A4",1,0,1,2051,5183,1899,"1","A4",1.2e+07,2022-03-16,40.73882,-74.00207
"282","GREENWICH VILLAGE-WEST","01 ONE FAMILY DWELLINGS","1","S1",1,1,2,1046,3200,1899,"1","S1",4e+06,2021-12-27,40.73616,-74.00501
"283","GREENWICH VILLAGE-WEST","01 ONE FAMILY DWELLINGS","1","A5",1,0,1,1040,3338,1910,"1","A5",7920000,2021-11-30,40.73804,-74.00603
"284","GREENWICH VILLAGE-WEST","01 ONE FAMILY DWELLINGS","1","S1",1,1,2,1707,1703,1900,"1","S1",4250000,2021-11-23,40.73367,-74.00755
"285","GREENWICH VILLAGE-WEST","02 TWO FAMILY DWELLINGS","1","S2",2,1,3,3430,5324,1901,"1","S2",11800000,2022-03-03,40.73144,-74.00445
"286","GREENWICH VILLAGE-WEST","02 TWO FAMILY DWELLINGS","1","B1",2,0,2,1278,3135,1899,"1","B1",6900000,2022-05-06,40.73258,-74.00138
"287","GREENWICH VILLAGE-WEST","02 TWO FAMILY DWELLINGS","1","B1",2,0,2,931,2880,1899,"1","B1",8900000,2022-06-30,40.7361,-74.00032
"288","GREENWICH VILLAGE-WEST","02 TWO FAMILY DWELLINGS","1","B3",2,0,2,1900,3640,1899,"1","B3",9250000,2021-12-02,40.73487,-74.00251
"289","GREENWICH VILLAGE-WEST","02 TWO FAMILY DWELLINGS","1","B1",2,0,2,1979,4155,1899,"1","B1",14500000,2021-12-01,40.73554,-74.00236
"290","GREENWICH VILLAGE-WEST","02 TWO FAMILY DWELLINGS","1","B9",2,0,2,1728,4000,1899,"1","B9",21500000,2022-09-08,40.7362,-74.00248
"291","GREENWICH VILLAGE-WEST","02 TWO FAMILY DWELLINGS","1","B1",2,0,2,1100,2896,1899,"1","B1",7500000,2022-03-30,40.73682,-74.00188
"292","GREENWICH VILLAGE-WEST","02 TWO FAMILY DWELLINGS","1","B1",2,0,2,1179,3360,1899,"1","B1",7350000,2022-06-03,40.73799,-74.0024
"293","GREENWICH VILLAGE-WEST","02 TWO FAMILY DWELLINGS","1","B9",2,0,2,943,2684,1899,"1","B9",4650000,2021-11-15,40.73378,-74.00529
"294","GREENWICH VILLAGE-WEST","02 TWO FAMILY DWELLINGS","1","B9",2,0,2,1276,4240,1899,"1","B9",8500000,2022-05-31,40.738,-74.00482
"295","GREENWICH VILLAGE-WEST","03 THREE FAMILY DWELLINGS","1","C0",3,0,3,23246,5125,1901,"1","C0",6066000,2021-12-29,40.73101,-74.0052
"296","GREENWICH VILLAGE-WEST","03 THREE FAMILY DWELLINGS","1","C0",3,0,3,1369,2688,1901,"1","C0",10500000,2022-06-30,40.7323,-74.00557
"297","GREENWICH VILLAGE-WEST","03 THREE FAMILY DWELLINGS","1","C0",3,0,3,835,2584,1899,"1","C0",6300000,2022-05-25,40.73194,-74.00402
"298","GREENWICH VILLAGE-WEST","03 THREE FAMILY DWELLINGS","1","C0",3,0,3,1979,3332,1900,"1","C0",9950000,2022-08-08,40.73554,-74.0025
"299","GREENWICH VILLAGE-WEST","03 THREE FAMILY DWELLINGS","1","C0",3,0,3,1902,3680,1905,"1","C0",850000,2022-02-18,40.73526,-74.00427
"300","GREENWICH VILLAGE-WEST","03 THREE FAMILY DWELLINGS","1","C0",3,0,3,1799,3960,1846,"1","C0",6600000,2022-06-02,40.73801,-74.00497
"301","GREENWICH VILLAGE-WEST","03 THREE FAMILY DWELLINGS","1","C0",3,0,3,2296,3520,1899,"1","C0",8500000,2022-05-25,40.73684,-74.00736
"302","GREENWICH VILLAGE-WEST","03 THREE FAMILY DWELLINGS","1","C0",3,0,3,2178,3840,1905,"1","C0",7950000,2022-01-25,40.73532,-74.00888
"303","GREENWICH VILLAGE-WEST","03 THREE FAMILY DWELLINGS","1","C0",3,0,3,1814,4056,1899,"1","C0",9200000,2022-06-29,40.73829,-74.0073
"304","GREENWICH VILLAGE-WEST","07 RENTALS - WALKUP APARTMENTS","2","C7",33,2,35,4166,17556,1900,"2","C7",3.1e+07,2022-03-30,40.72954,-74.00394
"305","GREENWICH VILLAGE-WEST","07 RENTALS - WALKUP APARTMENTS","2","C5",26,0,26,2783,9293,1960,"2","C5",8525000,2022-03-03,40.73113,-74.00249
"306","GREENWICH VILLAGE-WEST","07 RENTALS - WALKUP APARTMENTS","2","C4",24,0,24,2520,11022,1900,"2","C4",1e+07,2021-12-31,40.73221,-74.00171
"307","GREENWICH VILLAGE-WEST","07 RENTALS - WALKUP APARTMENTS","2","C7",13,1,14,1398,4567,1910,"2","C7",2300000,2022-04-27,40.73384,-74.00053
"308","GREENWICH VILLAGE-WEST","07 RENTALS - WALKUP APARTMENTS","2A","C3",4,0,4,622,1380,1910,"2","C3",2425000,2022-04-27,40.73367,-74.00052
"309","GREENWICH VILLAGE-WEST","07 RENTALS - WALKUP APARTMENTS","2B","C5",8,0,8,990,1544,1910,"2","C5",2425000,2022-04-27,40.73364,-74.00056
"310","GREENWICH VILLAGE-WEST","07 RENTALS - WALKUP APARTMENTS","2A","C3",4,0,4,2395,2395,1915,"2","C3",16700000,2022-02-01,40.73743,-73.99873
"311","GREENWICH VILLAGE-WEST","07 RENTALS - WALKUP APARTMENTS","2B","C4",8,0,8,1812,3450,1901,"2","C4",8750000,2022-07-01,40.73397,-74.00375
"312","GREENWICH VILLAGE-WEST","07 RENTALS - WALKUP APARTMENTS","2B","C7",7,1,8,1920,4965,1905,"2","C7",8200000,2021-11-23,40.73406,-74.00603
"313","GREENWICH VILLAGE-WEST","07 RENTALS - WALKUP APARTMENTS","2B","C5",7,0,7,1905,4040,1910,"2","C5",6019300,2021-12-14,40.73487,-74.00438
"314","GREENWICH VILLAGE-WEST","07 RENTALS - WALKUP APARTMENTS","2B","C5",7,0,7,1905,4040,1910,"2","C5",10150000,2021-12-16,40.73487,-74.00438
"315","GREENWICH VILLAGE-WEST","07 RENTALS - WALKUP APARTMENTS","2A","C4",5,1,6,2016,5880,1910,"2","C4",5448204,2021-12-07,40.73795,-74.00634
"316","GREENWICH VILLAGE-WEST","07 RENTALS - WALKUP APARTMENTS","2A","C3",4,0,4,1535,4234,1905,"2","C3",8e+06,2022-03-23,40.73801,-74.00491
"317","GREENWICH VILLAGE-WEST","07 RENTALS - WALKUP APARTMENTS","2","C7",16,1,17,1904,8902,1900,"2","C7",10500000,2021-12-31,40.7359,-74.00618
"318","GREENWICH VILLAGE-WEST","07 RENTALS - WALKUP APARTMENTS","2A","C2",6,0,6,1740,4320,1905,"2","C2",8800000,2022-02-07,40.73651,-74.00699
"319","GREENWICH VILLAGE-WEST","08 RENTALS - ELEVATOR APARTMENTS","2","D6",19,1,20,3000,12690,1910,"2","D6",8525000,2022-03-03,40.72944,-74.00468
"320","GREENWICH VILLAGE-WEST","08 RENTALS - ELEVATOR APARTMENTS","2","D1",33,0,33,8998,82638,2015,"2","D1",6715000,2022-04-25,40.73198,-74.00756
"321","GREENWICH VILLAGE-WEST","08 RENTALS - ELEVATOR APARTMENTS","2","D1",33,0,33,8998,82638,2015,"2","D1",4500000,2021-12-27,40.73195,-74.0075
"322","GREENWICH VILLAGE-WEST","08 RENTALS - ELEVATOR APARTMENTS","2","D7",21,6,27,3862,17826,1940,"2","D7",1.9e+07,2021-12-31,40.73565,-74.00139
"323","GREENWICH VILLAGE-WEST","08 RENTALS - ELEVATOR APARTMENTS","2","D7",37,5,42,5612,26377,1890,"2","D7",2.5e+07,2021-12-31,40.73844,-74.00186
"324","GREENWICH VILLAGE-WEST","08 RENTALS - ELEVATOR APARTMENTS","2","D6",159,3,162,11250,142204,1931,"2","D6",1.02e+08,2022-05-10,40.73843,-74.00022
"325","GREENWICH VILLAGE-WEST","08 RENTALS - ELEVATOR APARTMENTS","2","D7",25,7,32,4314,20599,1920,"2","D7",16500000,2022-04-29,40.73415,-74.00438
"326","GREENWICH VILLAGE-WEST","08 RENTALS - ELEVATOR APARTMENTS","2","D5",53,0,53,6710,51200,1979,"2","D5",31537500,2022-04-29,40.73384,-74.00702
"327","GREENWICH VILLAGE-WEST","08 RENTALS - ELEVATOR APARTMENTS","2","D5",62,0,62,7100,53500,1965,"2","D5",35062500,2022-04-29,40.73572,-74.00805
"328","GREENWICH VILLAGE-WEST","08 RENTALS - ELEVATOR APARTMENTS","2","D1",90,0,90,14424,70350,1950,"2","D1",80434000,2022-08-17,40.73669,-74.00681
"329","GREENWICH VILLAGE-WEST","14 RENTALS - 4-10 UNIT","2A","S4",4,1,5,1240,1554,1910,"2","S4",2425000,2022-04-27,40.7338,-74.00066
"330","GREENWICH VILLAGE-WEST","14 RENTALS - 4-10 UNIT","2A","S4",4,1,5,1155,1916,1915,"2","S4",2425000,2022-04-27,40.73382,-74.00058
"331","GREENWICH VILLAGE-WEST","14 RENTALS - 4-10 UNIT","2A","S3",3,1,4,2000,2340,1900,"2","S3",5e+06,2021-12-23,40.73713,-73.99792
"332","GREENWICH VILLAGE-WEST","14 RENTALS - 4-10 UNIT","2A","S9",3,2,5,960,3350,1910,"2","S9",5900000,2022-05-12,40.73477,-74.00324
"333","GREENWICH VILLAGE-WEST","14 RENTALS - 4-10 UNIT","2A","S9",4,2,6,2000,11496,1920,"2","S9",10651796,2021-12-07,40.73786,-74.00636
"334","GREENWICH VILLAGE-WEST","14 RENTALS - 4-10 UNIT","2A","S4",4,1,5,1409,5952,1900,"2","S4",6415000,2022-10-21,40.73303,-74.00726
"335","GREENWICH VILLAGE-WEST","14 RENTALS - 4-10 UNIT","2A","S5",5,1,6,815,4075,1910,"2","S5",6050000,2022-02-16,40.73285,-74.01
"336","GREENWICH VILLAGE-WEST","21 OFFICE BUILDINGS","4","O3",0,11,11,20018,154328,1911,"4","O3",288237722,2022-06-28,40.73124,-74.00847
"337","GREENWICH VILLAGE-WEST","21 OFFICE BUILDINGS","4","O5",1,4,5,1240,4906,1910,"4","O5",4.6e+07,2021-12-15,40.7373,-73.99715
"338","GREENWICH VILLAGE-WEST","21 OFFICE BUILDINGS","4","O5",0,2,2,2000,5317,1900,"4","O5",14760000,2021-12-20,40.7396,-74.00746
"339","GREENWICH VILLAGE-WEST","22 STORE BUILDINGS","4","K4",0,7,7,4670,20742,1920,"4","K4",4.6e+07,2021-12-15,40.73733,-73.99749
"340","GREENWICH VILLAGE-WEST","22 STORE BUILDINGS","4","K4",2,2,4,2030,3700,1920,"4","K4",4.6e+07,2021-12-15,40.73729,-73.99738
